filename,psnr
4.png,28.24427315186471
7.png,30.260319577875563
11.png,36.424213426582966
2.png,31.0772143656903
3.png,26.401493482528178
1.png,27.1267826304716
15.png,36.52414973696541
10.png,35.29997893353681
14.png,36.04729568033248
5.png,32.03325847961088
6.png,35.97325129174277
17.png,32.56776881933829
9.png,32.66900065956652
18.png,29.514423902916363
8.png,30.913032310233252
13.png,37.286499147876505
16.png,30.958777175097858
12.png,32.85008107702485
