filename,psnr
4.png,33.96586226819386
7.png,35.14620103460512
11.png,36.83096275328426
2.png,33.59833431926757
3.png,31.520388891016914
1.png,27.06793192929708
15.png,37.246387705686786
10.png,36.5799906698645
14.png,37.37721519489922
5.png,31.97786700240988
6.png,34.63693825119357
17.png,30.010277656562664
9.png,34.39665883529851
18.png,32.87665198031866
8.png,36.26015267443555
13.png,39.016542555891576
16.png,30.18334185808172
12.png,36.70901822157464
