filename,psnr
4.png,3.8466466422581505
7.png,8.412578765834297
11.png,12.174350252544375
2.png,9.460314755002452
3.png,8.037455880360858
1.png,7.611704373189053
15.png,10.843141142524138
10.png,10.412093716927245
14.png,9.56492080650192
5.png,6.960916687049107
6.png,9.805765228479679
17.png,12.168488382149572
9.png,8.382186448202726
18.png,7.973319300828154
8.png,12.916594772346388
13.png,7.559492978572293
16.png,10.541750039749092
12.png,8.583748369822054
