filename,psnr
4.png,33.93644125061098
7.png,35.10189970108101
11.png,37.396053534563855
2.png,33.08205968460775
3.png,31.14900435836091
1.png,27.23691014567716
15.png,37.32489489853512
10.png,36.730361805187826
14.png,37.0322292296586
5.png,32.160669482647364
6.png,35.12204812173759
17.png,31.13540946563614
9.png,34.73518721380662
18.png,32.66152473448466
8.png,35.70278787595746
13.png,38.799215665158314
16.png,30.91710285781587
12.png,36.13159762302537
